Unnamed: 0,FileName,Time Recorded,Tool bounding box,Phase
2857,191S7__02857.jpg,97.84,[],Viscoelastic
2858,191S7__02858.jpg,97.87,[],Viscoelastic
2859,191S7__02859.jpg,97.91,[],Viscoelastic
2860,191S7__02860.jpg,97.94,"[{'class': 'skinholder', 'xmin': 1815, 'ymin': 340, 'xmax': 1920, 'ymax': 435}, {'class': 'viscoelasticcannula', 'xmin': 997, 'ymin': 0, 'xmax': 1511, 'ymax': 396}, {'class': 'iris', 'xmin': 1190, 'ymin': 0, 'xmax': 1782, 'ymax': 379}]",Viscoelastic
2861,191S7__02861.jpg,97.98,[],Viscoelastic
2862,191S7__02862.jpg,98.01,[],Viscoelastic
2863,191S7__02863.jpg,98.04,[],Viscoelastic
2864,191S7__02864.jpg,98.08,[],Viscoelastic
2865,191S7__02865.jpg,98.11,[],Viscoelastic
2866,191S7__02866.jpg,98.15,[],Viscoelastic
2867,191S7__02867.jpg,98.18,[],Viscoelastic
2868,191S7__02868.jpg,98.21,[],Viscoelastic
2869,191S7__02869.jpg,98.25,[],Viscoelastic
2870,191S7__02870.jpg,98.28,"[{'class': 'skinholder', 'xmin': 1815, 'ymin': 340, 'xmax': 1920, 'ymax': 435}, {'class': 'viscoelasticcannula', 'xmin': 997, 'ymin': 0, 'xmax': 1511, 'ymax': 396}, {'class': 'iris', 'xmin': 1178, 'ymin': 0, 'xmax': 1771, 'ymax': 379}]",Viscoelastic
2871,191S7__02871.jpg,98.32,[],Viscoelastic
2872,191S7__02872.jpg,98.35,[],Viscoelastic
2873,191S7__02873.jpg,98.39,[],Viscoelastic
2874,191S7__02874.jpg,98.42,[],Viscoelastic
2875,191S7__02875.jpg,98.46,[],Viscoelastic
2876,191S7__02876.jpg,98.49,[],Viscoelastic
2877,191S7__02877.jpg,98.52,[],Viscoelastic
2878,191S7__02878.jpg,98.56,[],Viscoelastic
2879,191S7__02879.jpg,98.59,[],Viscoelastic
2880,191S7__02880.jpg,98.63,"[{'class': 'viscoelasticcannula', 'xmin': 894, 'ymin': 37, 'xmax': 1408, 'ymax': 434}, {'class': 'iris', 'xmin': 1117, 'ymin': 0, 'xmax': 1709, 'ymax': 416}, {'class': 'skinholder', 'xmin': 1790, 'ymin': 365, 'xmax': 1918, 'ymax': 461}]",Viscoelastic
2881,191S7__02881.jpg,98.66,[],Viscoelastic
2882,191S7__02882.jpg,98.69,[],Viscoelastic
2883,191S7__02883.jpg,98.73,[],Viscoelastic
2884,191S7__02884.jpg,98.76,[],Viscoelastic
2885,191S7__02885.jpg,98.8,[],Viscoelastic
2886,191S7__02886.jpg,98.83,[],Viscoelastic
2887,191S7__02887.jpg,98.87,[],Viscoelastic
2888,191S7__02888.jpg,98.9,[],Viscoelastic
2889,191S7__02889.jpg,98.93,[],Viscoelastic
2890,191S7__02890.jpg,98.97,"[{'class': 'viscoelasticcannula', 'xmin': 858, 'ymin': 97, 'xmax': 1372, 'ymax': 447}, {'class': 'skinholder', 'xmin': 1772, 'ymin': 384, 'xmax': 1920, 'ymax': 479}, {'class': 'iris', 'xmin': 1098, 'ymin': 1, 'xmax': 1678, 'ymax': 427}]",Viscoelastic
2891,191S7__02891.jpg,99,[],Viscoelastic
2892,191S7__02892.jpg,99.04,[],Viscoelastic
2893,191S7__02893.jpg,99.07,[],Viscoelastic
2894,191S7__02894.jpg,99.11,[],Viscoelastic
2895,191S7__02895.jpg,99.14,[],Viscoelastic
2896,191S7__02896.jpg,99.17,[],Viscoelastic
2897,191S7__02897.jpg,99.21,[],Viscoelastic
2898,191S7__02898.jpg,99.24,[],Viscoelastic
2899,191S7__02899.jpg,99.28,[],Viscoelastic
2900,191S7__02900.jpg,99.31,"[{'class': 'skinholder', 'xmin': 1772, 'ymin': 384, 'xmax': 1920, 'ymax': 479}, {'class': 'viscoelasticcannula', 'xmin': 867, 'ymin': 69, 'xmax': 1381, 'ymax': 419}, {'class': 'iris', 'xmin': 1098, 'ymin': 1, 'xmax': 1700, 'ymax': 427}]",Viscoelastic
2901,191S7__02901.jpg,99.35,[],Viscoelastic
2902,191S7__02902.jpg,99.38,[],Viscoelastic
2903,191S7__02903.jpg,99.41,[],Viscoelastic
2904,191S7__02904.jpg,99.45,[],Viscoelastic
2905,191S7__02905.jpg,99.48,[],Viscoelastic
2906,191S7__02906.jpg,99.52,[],Viscoelastic
2907,191S7__02907.jpg,99.55,[],Viscoelastic
2908,191S7__02908.jpg,99.58,[],Viscoelastic
2909,191S7__02909.jpg,99.62,[],Viscoelastic
2910,191S7__02910.jpg,99.65,"[{'class': 'skinholder', 'xmin': 1815, 'ymin': 365, 'xmax': 1920, 'ymax': 465}, {'class': 'viscoelasticcannula', 'xmin': 951, 'ymin': 29, 'xmax': 1443, 'ymax': 366}, {'class': 'iris', 'xmin': 1121, 'ymin': 0, 'xmax': 1715, 'ymax': 382}]",Viscoelastic
2911,191S7__02911.jpg,99.69,[],Viscoelastic
2912,191S7__02912.jpg,99.72,[],Viscoelastic
2913,191S7__02913.jpg,99.76,[],Viscoelastic
2914,191S7__02914.jpg,99.79,[],Viscoelastic
2915,191S7__02915.jpg,99.82,[],Viscoelastic
2916,191S7__02916.jpg,99.86,[],Viscoelastic
2917,191S7__02917.jpg,99.89,[],Viscoelastic
2918,191S7__02918.jpg,99.93,[],Viscoelastic
2919,191S7__02919.jpg,99.96,[],Viscoelastic
2920,191S7__02920.jpg,100,"[{'class': 'skinholder', 'xmin': 1814, 'ymin': 360, 'xmax': 1920, 'ymax': 468}, {'class': 'iris', 'xmin': 1110, 'ymin': 0, 'xmax': 1711, 'ymax': 394}, {'class': 'viscoelasticcannula', 'xmin': 954, 'ymin': 29, 'xmax': 1436, 'ymax': 374}]",Viscoelastic
2921,191S7__02921.jpg,100.03,[],Viscoelastic
2922,191S7__02922.jpg,100.06,[],Viscoelastic
2923,191S7__02923.jpg,100.1,[],Viscoelastic
2924,191S7__02924.jpg,100.13,[],Viscoelastic
2925,191S7__02925.jpg,100.17,[],Viscoelastic
2926,191S7__02926.jpg,100.2,[],Viscoelastic
2927,191S7__02927.jpg,100.24,[],Viscoelastic
2928,191S7__02928.jpg,100.27,[],Viscoelastic
2929,191S7__02929.jpg,100.3,[],Viscoelastic
2930,191S7__02930.jpg,100.34,"[{'class': 'viscoelasticcannula', 'xmin': 765, 'ymin': 125, 'xmax': 1288, 'ymax': 502}, {'class': 'skinholder', 'xmin': 1755, 'ymin': 401, 'xmax': 1919, 'ymax': 500}, {'class': 'iris', 'xmin': 1025, 'ymin': 0, 'xmax': 1660, 'ymax': 436}]",Viscoelastic
2931,191S7__02931.jpg,100.37,[],Viscoelastic
2932,191S7__02932.jpg,100.41,[],Viscoelastic
2933,191S7__02933.jpg,100.44,[],Viscoelastic
2934,191S7__02934.jpg,100.47,[],Viscoelastic
2935,191S7__02935.jpg,100.51,[],Viscoelastic
2936,191S7__02936.jpg,100.54,[],Viscoelastic
2937,191S7__02937.jpg,100.58,[],Viscoelastic
2938,191S7__02938.jpg,100.61,[],Viscoelastic
2939,191S7__02939.jpg,100.65,[],Viscoelastic
2940,191S7__02940.jpg,100.68,"[{'class': 'skinholder', 'xmin': 1724, 'ymin': 415, 'xmax': 1920, 'ymax': 518}, {'class': 'iris', 'xmin': 915, 'ymin': 0, 'xmax': 1516, 'ymax': 544}, {'class': 'skinholder', 'xmin': 344, 'ymin': 327, 'xmax': 872, 'ymax': 1074}]",Viscoelastic
2941,191S7__02941.jpg,100.71,[],Viscoelastic
2942,191S7__02942.jpg,100.75,[],Viscoelastic
2943,191S7__02943.jpg,100.78,[],Viscoelastic
2944,191S7__02944.jpg,100.82,[],Viscoelastic
2945,191S7__02945.jpg,100.85,[],Viscoelastic
2946,191S7__02946.jpg,100.89,[],Viscoelastic
2947,191S7__02947.jpg,100.92,[],Viscoelastic
2948,191S7__02948.jpg,100.95,[],Viscoelastic
2949,191S7__02949.jpg,100.99,[],Viscoelastic
2950,191S7__02950.jpg,101.02,"[{'class': 'skinholder', 'xmin': 1730, 'ymin': 432, 'xmax': 1919, 'ymax': 527}, {'class': 'iris', 'xmin': 796, 'ymin': 0, 'xmax': 1506, 'ymax': 553}, {'class': 'skinholder', 'xmin': 341, 'ymin': 335, 'xmax': 845, 'ymax': 1075}]",Nothing
2951,191S7__02951.jpg,101.06,[],Nothing
2952,191S7__02952.jpg,101.09,[],Nothing
2953,191S7__02953.jpg,101.12,[],Nothing
2954,191S7__02954.jpg,101.16,[],Nothing
2955,191S7__02955.jpg,101.19,[],Nothing
2956,191S7__02956.jpg,101.23,[],Nothing
2957,191S7__02957.jpg,101.26,[],Nothing
2958,191S7__02958.jpg,101.3,[],Nothing
2959,191S7__02959.jpg,101.33,[],Nothing
2960,191S7__02960.jpg,101.36,"[{'class': 'skinholder', 'xmin': 1753, 'ymin': 431, 'xmax': 1920, 'ymax': 538}, {'class': 'skinholder', 'xmin': 351, 'ymin': 335, 'xmax': 857, 'ymax': 1074}, {'class': 'iris', 'xmin': 848, 'ymin': 0, 'xmax': 1486, 'ymax': 581}]",Nothing
2961,191S7__02961.jpg,101.4,[],Nothing
2962,191S7__02962.jpg,101.43,[],Nothing
2963,191S7__02963.jpg,101.47,[],Nothing
2964,191S7__02964.jpg,101.5,[],Nothing
2965,191S7__02965.jpg,101.54,[],Nothing
2966,191S7__02966.jpg,101.57,[],Nothing
2967,191S7__02967.jpg,101.61,[],Nothing
2968,191S7__02968.jpg,101.64,[],Nothing
2969,191S7__02969.jpg,101.67,[],Nothing
2970,191S7__02970.jpg,101.71,"[{'class': 'iris', 'xmin': 884, 'ymin': 0, 'xmax': 1502, 'ymax': 577}, {'class': 'skinholder', 'xmin': 1760, 'ymin': 445, 'xmax': 1920, 'ymax': 551}, {'class': 'skinholder', 'xmin': 361, 'ymin': 355, 'xmax': 930, 'ymax': 1074}]",Nothing
2971,191S7__02971.jpg,101.74,[],Nothing
2972,191S7__02972.jpg,101.78,[],Nothing
2973,191S7__02973.jpg,101.81,[],Nothing
2974,191S7__02974.jpg,101.84,[],Nothing
2975,191S7__02975.jpg,101.88,[],Nothing
2976,191S7__02976.jpg,101.91,[],Nothing
2977,191S7__02977.jpg,101.95,[],Nothing
2978,191S7__02978.jpg,101.98,[],Nothing
2979,191S7__02979.jpg,102.01,[],Nothing
2980,191S7__02980.jpg,102.05,"[{'class': 'iris', 'xmin': 821, 'ymin': 0, 'xmax': 1481, 'ymax': 582}, {'class': 'skinholder', 'xmin': 1753, 'ymin': 442, 'xmax': 1920, 'ymax': 554}, {'class': 'skinholder', 'xmin': 343, 'ymin': 350, 'xmax': 882, 'ymax': 1075}]",Nothing
2981,191S7__02981.jpg,102.08,[],Nothing
2982,191S7__02982.jpg,102.12,[],Nothing
2983,191S7__02983.jpg,102.15,[],Nothing
2984,191S7__02984.jpg,102.19,[],Nothing
2985,191S7__02985.jpg,102.22,[],Nothing
2986,191S7__02986.jpg,102.25,[],Nothing
2987,191S7__02987.jpg,102.29,[],Nothing
2988,191S7__02988.jpg,102.32,[],Nothing
2989,191S7__02989.jpg,102.36,[],Nothing
2990,191S7__02990.jpg,102.39,"[{'class': 'iris', 'xmin': 793, 'ymin': 0, 'xmax': 1449, 'ymax': 573}, {'class': 'skinholder', 'xmin': 1720, 'ymin': 436, 'xmax': 1919, 'ymax': 543}, {'class': 'skinholder', 'xmin': 313, 'ymin': 345, 'xmax': 877, 'ymax': 1076}]",Nothing
2991,191S7__02991.jpg,102.43,[],Nothing
2992,191S7__02992.jpg,102.46,[],Nothing
2993,191S7__02993.jpg,102.5,[],Nothing
2994,191S7__02994.jpg,102.53,[],Nothing
2995,191S7__02995.jpg,102.56,[],Nothing
2996,191S7__02996.jpg,102.6,[],Nothing
2997,191S7__02997.jpg,102.63,[],Nothing
2998,191S7__02998.jpg,102.67,[],Nothing
2999,191S7__02999.jpg,102.7,[],Nothing
3000,191S7__03000.jpg,102.73,"[{'class': 'iris', 'xmin': 814, 'ymin': 0, 'xmax': 1448, 'ymax': 567}, {'class': 'skinholder', 'xmin': 1732, 'ymin': 435, 'xmax': 1920, 'ymax': 554}, {'class': 'capsulorhexisforceps', 'xmin': 327, 'ymin': 433, 'xmax': 430, 'ymax': 1078}, {'class': 'skinholder', 'xmin': 323, 'ymin': 343, 'xmax': 878, 'ymax': 1076}]",Nothing
3001,191S7__03001.jpg,102.77,[],Nothing
3002,191S7__03002.jpg,102.8,[],Nothing
3003,191S7__03003.jpg,102.84,[],Nothing
3004,191S7__03004.jpg,102.87,[],Nothing
3005,191S7__03005.jpg,102.9,[],Nothing
3006,191S7__03006.jpg,102.94,[],Nothing
3007,191S7__03007.jpg,102.97,[],Nothing
3008,191S7__03008.jpg,103.01,[],Nothing
3009,191S7__03009.jpg,103.04,[],Nothing
3010,191S7__03010.jpg,103.08,"[{'class': 'iris', 'xmin': 879, 'ymin': 0, 'xmax': 1466, 'ymax': 550}, {'class': 'skinholder', 'xmin': 1755, 'ymin': 419, 'xmax': 1920, 'ymax': 533}, {'class': 'skinholder', 'xmin': 349, 'ymin': 324, 'xmax': 909, 'ymax': 1074}]",Nothing
3011,191S7__03011.jpg,103.11,[],Nothing
3012,191S7__03012.jpg,103.14,[],Nothing
3013,191S7__03013.jpg,103.18,[],Nothing
3014,191S7__03014.jpg,103.21,[],Nothing
3015,191S7__03015.jpg,103.25,[],Nothing
3016,191S7__03016.jpg,103.28,[],Nothing
3017,191S7__03017.jpg,103.32,[],Nothing
3018,191S7__03018.jpg,103.35,[],Nothing
3019,191S7__03019.jpg,103.39,[],Nothing
3020,191S7__03020.jpg,103.42,"[{'class': 'iris', 'xmin': 837, 'ymin': 0, 'xmax': 1482, 'ymax': 562}, {'class': 'skinholder', 'xmin': 1769, 'ymin': 425, 'xmax': 1920, 'ymax': 542}, {'class': 'skinholder', 'xmin': 361, 'ymin': 342, 'xmax': 903, 'ymax': 1075}]",Nothing
3021,191S7__03021.jpg,103.45,[],Nothing
3022,191S7__03022.jpg,103.49,[],Nothing
3023,191S7__03023.jpg,103.52,[],Nothing
3024,191S7__03024.jpg,103.56,[],Nothing
3025,191S7__03025.jpg,103.59,[],Nothing
3026,191S7__03026.jpg,103.62,[],Nothing
3027,191S7__03027.jpg,103.66,[],Nothing
3028,191S7__03028.jpg,103.69,[],Nothing
3029,191S7__03029.jpg,103.73,[],Nothing
3030,191S7__03030.jpg,103.76,"[{'class': 'skinholder', 'xmin': 339, 'ymin': 322, 'xmax': 848, 'ymax': 1072}, {'class': 'iris', 'xmin': 801, 'ymin': 0, 'xmax': 1448, 'ymax': 545}, {'class': 'skinholder', 'xmin': 1748, 'ymin': 419, 'xmax': 1920, 'ymax': 537}]",Nothing
3031,191S7__03031.jpg,103.79,[],Nothing
3032,191S7__03032.jpg,103.83,[],Nothing
3033,191S7__03033.jpg,103.86,[],Nothing
3034,191S7__03034.jpg,103.9,[],Nothing
3035,191S7__03035.jpg,103.93,[],Nothing
3036,191S7__03036.jpg,103.97,[],Nothing
3037,191S7__03037.jpg,104,[],Nothing
3038,191S7__03038.jpg,104.04,[],Nothing
3039,191S7__03039.jpg,104.07,[],Nothing
3040,191S7__03040.jpg,104.1,"[{'class': 'iris', 'xmin': 773, 'ymin': 0, 'xmax': 1426, 'ymax': 553}, {'class': 'skinholder', 'xmin': 1725, 'ymin': 428, 'xmax': 1920, 'ymax': 528}, {'class': 'skinholder', 'xmin': 324, 'ymin': 330, 'xmax': 846, 'ymax': 1073}]",Nothing
3041,191S7__03041.jpg,104.14,[],Nothing
3042,191S7__03042.jpg,104.17,[],Nothing
3043,191S7__03043.jpg,104.21,[],Nothing
3044,191S7__03044.jpg,104.24,[],Nothing
3045,191S7__03045.jpg,104.28,[],Nothing
3046,191S7__03046.jpg,104.31,[],Nothing
3047,191S7__03047.jpg,104.34,[],Nothing
3048,191S7__03048.jpg,104.38,[],Nothing
3049,191S7__03049.jpg,104.41,[],Nothing
3050,191S7__03050.jpg,104.45,"[{'class': 'skinholder', 'xmin': 1731, 'ymin': 417, 'xmax': 1919, 'ymax': 518}, {'class': 'iris', 'xmin': 796, 'ymin': 0, 'xmax': 1415, 'ymax': 544}, {'class': 'skinholder', 'xmin': 333, 'ymin': 317, 'xmax': 842, 'ymax': 1075}]",Nothing
3051,191S7__03051.jpg,104.48,[],Nothing
3052,191S7__03052.jpg,104.51,[],Nothing
3053,191S7__03053.jpg,104.55,[],Nothing
3054,191S7__03054.jpg,104.58,[],Nothing
3055,191S7__03055.jpg,104.62,[],Nothing
3056,191S7__03056.jpg,104.65,[],Nothing
3057,191S7__03057.jpg,104.69,[],Nothing
3058,191S7__03058.jpg,104.72,[],Nothing
3059,191S7__03059.jpg,104.75,[],Nothing
3060,191S7__03060.jpg,104.79,"[{'class': 'skinholder', 'xmin': 1757, 'ymin': 411, 'xmax': 1919, 'ymax': 537}, {'class': 'skinholder', 'xmin': 351, 'ymin': 328, 'xmax': 866, 'ymax': 1075}, {'class': 'iris', 'xmin': 820, 'ymin': 0, 'xmax': 1447, 'ymax': 557}]",Nothing
3061,191S7__03061.jpg,104.82,[],Nothing
3062,191S7__03062.jpg,104.86,[],Nothing
3063,191S7__03063.jpg,104.89,[],Nothing
3064,191S7__03064.jpg,104.93,[],Nothing
3065,191S7__03065.jpg,104.96,[],Nothing
3066,191S7__03066.jpg,104.99,[],Nothing
3067,191S7__03067.jpg,105.03,[],Nothing
3068,191S7__03068.jpg,105.06,[],Nothing
3069,191S7__03069.jpg,105.1,[],Nothing
3070,191S7__03070.jpg,105.13,"[{'class': 'iris', 'xmin': 861, 'ymin': 0, 'xmax': 1441, 'ymax': 571}, {'class': 'skinholder', 'xmin': 1774, 'ymin': 426, 'xmax': 1919, 'ymax': 552}, {'class': 'skinholder', 'xmin': 368, 'ymin': 346, 'xmax': 925, 'ymax': 1074}]",Nothing
3071,191S7__03071.jpg,105.17,[],Nothing
3072,191S7__03072.jpg,105.2,[],Nothing
3073,191S7__03073.jpg,105.23,[],Nothing
3074,191S7__03074.jpg,105.27,[],Nothing
3075,191S7__03075.jpg,105.3,[],Nothing
3076,191S7__03076.jpg,105.34,[],Nothing
3077,191S7__03077.jpg,105.37,[],Nothing
3078,191S7__03078.jpg,105.4,[],Nothing
3079,191S7__03079.jpg,105.44,[],Nothing
3080,191S7__03080.jpg,105.47,"[{'class': 'skinholder', 'xmin': 361, 'ymin': 325, 'xmax': 873, 'ymax': 1072}, {'class': 'skinholder', 'xmin': 1764, 'ymin': 408, 'xmax': 1920, 'ymax': 525}, {'class': 'iris', 'xmin': 817, 'ymin': 0, 'xmax': 1443, 'ymax': 550}]",Nothing
3081,191S7__03081.jpg,105.51,[],Nothing
3082,191S7__03082.jpg,105.54,[],Nothing
3083,191S7__03083.jpg,105.58,[],Nothing
3084,191S7__03084.jpg,105.61,[],Nothing
3085,191S7__03085.jpg,105.64,[],Nothing
3086,191S7__03086.jpg,105.68,[],Nothing
3087,191S7__03087.jpg,105.71,[],Nothing
3088,191S7__03088.jpg,105.75,[],Nothing
3089,191S7__03089.jpg,105.78,[],Nothing
3090,191S7__03090.jpg,105.82,"[{'class': 'iris', 'xmin': 798, 'ymin': 0, 'xmax': 1395, 'ymax': 567}, {'class': 'skinholder', 'xmin': 1747, 'ymin': 433, 'xmax': 1920, 'ymax': 538}, {'class': 'skinholder', 'xmin': 336, 'ymin': 339, 'xmax': 842, 'ymax': 1075}]",Nothing
3091,191S7__03091.jpg,105.85,[],Nothing
3092,191S7__03092.jpg,105.88,[],Nothing
3093,191S7__03093.jpg,105.92,[],Nothing
3094,191S7__03094.jpg,105.95,[],Nothing
3095,191S7__03095.jpg,105.99,[],Nothing
3096,191S7__03096.jpg,106.02,[],Nothing
3097,191S7__03097.jpg,106.06,[],Nothing
3098,191S7__03098.jpg,106.09,[],Nothing
3099,191S7__03099.jpg,106.12,[],Nothing
3100,191S7__03100.jpg,106.16,"[{'class': 'iris', 'xmin': 764, 'ymin': 0, 'xmax': 1377, 'ymax': 559}, {'class': 'skinholder', 'xmin': 1729, 'ymin': 434, 'xmax': 1920, 'ymax': 528}, {'class': 'skinholder', 'xmin': 322, 'ymin': 336, 'xmax': 828, 'ymax': 1072}]",Nothing
3101,191S7__03101.jpg,106.19,[],Nothing
3102,191S7__03102.jpg,106.23,[],Nothing
3103,191S7__03103.jpg,106.26,[],Nothing
3104,191S7__03104.jpg,106.29,[],Nothing
3105,191S7__03105.jpg,106.33,[],Nothing
3106,191S7__03106.jpg,106.36,[],Nothing
3107,191S7__03107.jpg,106.4,[],Nothing
3108,191S7__03108.jpg,106.43,[],Nothing
3109,191S7__03109.jpg,106.47,[],Nothing
3110,191S7__03110.jpg,106.5,"[{'class': 'skinholder', 'xmin': 1742, 'ymin': 442, 'xmax': 1920, 'ymax': 555}, {'class': 'iris', 'xmin': 765, 'ymin': 0, 'xmax': 1398, 'ymax': 570}, {'class': 'skinholder', 'xmin': 325, 'ymin': 352, 'xmax': 860, 'ymax': 1075}]",Nothing
3111,191S7__03111.jpg,106.53,[],Nothing
3112,191S7__03112.jpg,106.57,[],Nothing
3113,191S7__03113.jpg,106.6,[],Nothing
3114,191S7__03114.jpg,106.64,[],Nothing
3115,191S7__03115.jpg,106.67,[],Nothing
3116,191S7__03116.jpg,106.71,[],Nothing
3117,191S7__03117.jpg,106.74,[],Nothing
3118,191S7__03118.jpg,106.77,[],Nothing
3119,191S7__03119.jpg,106.81,[],Nothing
3120,191S7__03120.jpg,106.84,"[{'class': 'iris', 'xmin': 771, 'ymin': 0, 'xmax': 1426, 'ymax': 586}, {'class': 'skinholder', 'xmin': 1752, 'ymin': 456, 'xmax': 1920, 'ymax': 569}, {'class': 'skinholder', 'xmin': 345, 'ymin': 364, 'xmax': 860, 'ymax': 1075}]",Nothing
3121,191S7__03121.jpg,106.88,[],Nothing
3122,191S7__03122.jpg,106.91,[],Nothing
3123,191S7__03123.jpg,106.94,[],Nothing
3124,191S7__03124.jpg,106.98,[],Nothing
3125,191S7__03125.jpg,107.01,[],Nothing
3126,191S7__03126.jpg,107.05,[],Nothing
3127,191S7__03127.jpg,107.08,[],Nothing
3128,191S7__03128.jpg,107.12,[],Nothing
3129,191S7__03129.jpg,107.15,[],Nothing
3130,191S7__03130.jpg,107.18,"[{'class': 'skinholder', 'xmin': 359, 'ymin': 354, 'xmax': 883, 'ymax': 1075}, {'class': 'skinholder', 'xmin': 1765, 'ymin': 431, 'xmax': 1920, 'ymax': 552}, {'class': 'iris', 'xmin': 814, 'ymin': 0, 'xmax': 1441, 'ymax': 567}]",Nothing
3131,191S7__03131.jpg,107.22,[],Nothing
3132,191S7__03132.jpg,107.25,[],Nothing
3133,191S7__03133.jpg,107.29,[],Nothing
3134,191S7__03134.jpg,107.32,[],Nothing
3135,191S7__03135.jpg,107.36,[],Nothing
3136,191S7__03136.jpg,107.39,[],Nothing
3137,191S7__03137.jpg,107.42,[],Nothing
3138,191S7__03138.jpg,107.46,[],Nothing
3139,191S7__03139.jpg,107.49,[],Nothing
3140,191S7__03140.jpg,107.53,"[{'class': 'iris', 'xmin': 838, 'ymin': 5, 'xmax': 1402, 'ymax': 581}, {'class': 'skinholder', 'xmin': 330, 'ymin': 363, 'xmax': 847, 'ymax': 1076}, {'class': 'skinholder', 'xmin': 1736, 'ymin': 460, 'xmax': 1920, 'ymax': 570}]",Nothing
3141,191S7__03141.jpg,107.56,[],Nothing
3142,191S7__03142.jpg,107.6,[],Nothing
3143,191S7__03143.jpg,107.63,[],Nothing
3144,191S7__03144.jpg,107.66,[],Nothing
3145,191S7__03145.jpg,107.7,[],Nothing
3146,191S7__03146.jpg,107.73,[],Nothing
3147,191S7__03147.jpg,107.77,[],Nothing
3148,191S7__03148.jpg,107.8,[],Nothing
3149,191S7__03149.jpg,107.83,[],Nothing
3150,191S7__03150.jpg,107.87,"[{'class': 'iris', 'xmin': 834, 'ymin': 0, 'xmax': 1383, 'ymax': 562}, {'class': 'skinholder', 'xmin': 1721, 'ymin': 443, 'xmax': 1920, 'ymax': 547}, {'class': 'skinholder', 'xmin': 305, 'ymin': 347, 'xmax': 859, 'ymax': 1075}]",Nothing
3151,191S7__03151.jpg,107.9,[],Nothing
3152,191S7__03152.jpg,107.94,[],Nothing
3153,191S7__03153.jpg,107.97,[],Nothing
3154,191S7__03154.jpg,108.01,[],Nothing
3155,191S7__03155.jpg,108.04,[],Nothing
3156,191S7__03156.jpg,108.07,[],Nothing
3157,191S7__03157.jpg,108.11,[],Nothing
3158,191S7__03158.jpg,108.14,[],Nothing
3159,191S7__03159.jpg,108.18,[],Nothing
3160,191S7__03160.jpg,108.21,"[{'class': 'skinholder', 'xmin': 1722, 'ymin': 442, 'xmax': 1920, 'ymax': 551}, {'class': 'iris', 'xmin': 842, 'ymin': 0, 'xmax': 1383, 'ymax': 562}, {'class': 'skinholder', 'xmin': 299, 'ymin': 348, 'xmax': 886, 'ymax': 1076}]",Nothing
3161,191S7__03161.jpg,108.25,[],Nothing
3162,191S7__03162.jpg,108.28,[],Nothing
3163,191S7__03163.jpg,108.31,[],Nothing
3164,191S7__03164.jpg,108.35,[],Nothing
3165,191S7__03165.jpg,108.38,[],Nothing
3166,191S7__03166.jpg,108.42,[],Nothing
3167,191S7__03167.jpg,108.45,[],Nothing
3168,191S7__03168.jpg,108.49,[],Nothing
3169,191S7__03169.jpg,108.52,[],Nothing
3170,191S7__03170.jpg,108.55,"[{'class': 'iris', 'xmin': 850, 'ymin': 3, 'xmax': 1399, 'ymax': 578}, {'class': 'skinholder', 'xmin': 1746, 'ymin': 460, 'xmax': 1920, 'ymax': 563}, {'class': 'skinholder', 'xmin': 337, 'ymin': 364, 'xmax': 860, 'ymax': 1075}]",Nothing
3171,191S7__03171.jpg,108.59,[],Nothing
3172,191S7__03172.jpg,108.62,[],Nothing
3173,191S7__03173.jpg,108.66,[],Nothing
3174,191S7__03174.jpg,108.69,[],Nothing
3175,191S7__03175.jpg,108.72,[],Nothing
3176,191S7__03176.jpg,108.76,[],Nothing
3177,191S7__03177.jpg,108.79,[],Nothing
3178,191S7__03178.jpg,108.83,[],Nothing
3179,191S7__03179.jpg,108.86,[],Nothing
3180,191S7__03180.jpg,108.9,"[{'class': 'iris', 'xmin': 888, 'ymin': 2, 'xmax': 1421, 'ymax': 570}, {'class': 'skinholder', 'xmin': 1754, 'ymin': 451, 'xmax': 1919, 'ymax': 557}, {'class': 'skinholder', 'xmin': 342, 'ymin': 358, 'xmax': 867, 'ymax': 1075}]",Nothing
3181,191S7__03181.jpg,108.93,[],Nothing
3182,191S7__03182.jpg,108.96,[],Nothing
3183,191S7__03183.jpg,109,[],Nothing
3184,191S7__03184.jpg,109.03,[],Nothing
3185,191S7__03185.jpg,109.07,[],Nothing
3186,191S7__03186.jpg,109.1,[],Nothing
3187,191S7__03187.jpg,109.14,[],Nothing
3188,191S7__03188.jpg,109.17,[],Nothing
3189,191S7__03189.jpg,109.2,[],Nothing
3190,191S7__03190.jpg,109.24,"[{'class': 'iris', 'xmin': 885, 'ymin': 0, 'xmax': 1438, 'ymax': 561}, {'class': 'skinholder', 'xmin': 1755, 'ymin': 441, 'xmax': 1920, 'ymax': 550}, {'class': 'skinholder', 'xmin': 349, 'ymin': 353, 'xmax': 863, 'ymax': 1074}]",Nothing
3191,191S7__03191.jpg,109.27,[],Nothing
3192,191S7__03192.jpg,109.31,[],Nothing
3193,191S7__03193.jpg,109.34,[],Nothing
3194,191S7__03194.jpg,109.38,[],Nothing
3195,191S7__03195.jpg,109.41,[],Nothing
3196,191S7__03196.jpg,109.44,[],Nothing
3197,191S7__03197.jpg,109.48,[],Nothing
3198,191S7__03198.jpg,109.51,[],Nothing
3199,191S7__03199.jpg,109.55,[],Nothing
